,age,balance,day,duration,campaign,pdays,previous
20899,59,474,13,139,3,-1,0
20900,34,2195,13,490,3,-1,0
20901,41,5389,13,209,5,-1,0
20902,42,17,13,175,6,-1,0
20903,30,717,13,130,3,-1,0
20904,59,3562,13,121,1,-1,0
20905,42,1493,13,78,1,-1,0
20906,47,582,13,73,1,-1,0
20907,43,1201,13,84,3,-1,0
20908,50,12,13,168,1,-1,0
20909,48,732,13,255,1,-1,0
20910,40,823,13,159,4,-1,0
20911,35,3481,13,388,3,-1,0
20912,47,599,13,99,3,-1,0
20913,47,1803,13,82,7,-1,0
20914,60,13238,13,418,4,-1,0
20915,44,3321,13,73,3,-1,0
20916,53,100,13,205,4,-1,0
20917,32,1517,13,202,3,-1,0
20918,30,574,13,394,4,-1,0
20919,30,177,13,109,3,-1,0
20920,51,427,13,233,8,-1,0
20921,56,16377,13,107,8,-1,0
20922,30,1637,13,163,3,-1,0
20923,47,1021,13,399,3,-1,0
20924,56,397,13,240,2,-1,0
20925,54,6376,13,274,3,-1,0
20926,36,202,13,150,4,-1,0
20927,34,101,13,209,5,-1,0
20928,36,396,13,67,5,-1,0
20929,32,497,13,132,4,-1,0
20930,30,631,13,293,3,-1,0
20931,42,1361,13,75,5,-1,0
20932,34,2959,13,413,5,-1,0
20933,56,379,13,58,5,-1,0
20934,40,-239,13,399,2,-1,0
20935,37,455,13,904,6,-1,0
20936,59,684,13,48,13,-1,0
20937,31,1494,13,275,12,-1,0
20938,38,120,13,449,4,-1,0
20939,45,241,13,536,5,-1,0
20940,40,163,13,158,7,-1,0
20941,42,1355,13,113,6,-1,0
20942,42,525,13,127,2,-1,0
20943,58,8332,13,740,4,-1,0
20944,50,171,14,75,3,-1,0
20945,48,3756,14,65,10,-1,0
20946,52,-558,14,152,5,-1,0
20947,52,1064,14,106,2,-1,0
20948,40,8902,14,464,5,-1,0
20949,31,512,14,96,3,-1,0
20950,35,178,14,76,2,-1,0
20951,38,2117,14,81,2,-1,0
20952,51,137,14,169,2,-1,0
20953,48,469,14,103,2,-1,0
20954,35,467,14,82,2,-1,0
20955,30,160,14,90,2,-1,0
20956,54,869,14,152,2,-1,0
20957,34,903,14,67,2,-1,0
20958,36,930,14,175,2,-1,0
20959,36,406,14,123,2,-1,0
20960,42,27,14,259,4,-1,0
20961,58,855,14,81,2,-1,0
20962,38,2454,14,373,2,-1,0
20963,40,864,14,36,2,-1,0
20964,34,-324,14,166,4,-1,0
20965,48,732,14,157,2,-1,0
20966,39,399,14,133,2,-1,0
20967,33,620,14,106,2,-1,0
20968,57,3043,14,707,2,-1,0
20969,37,2686,14,144,4,-1,0
20970,53,427,14,360,4,-1,0
20971,39,5574,14,102,2,-1,0
20972,43,64,14,55,2,-1,0
20973,59,3062,14,87,2,-1,0
20974,32,394,14,266,2,-1,0
20975,42,13410,14,149,2,-1,0
20976,58,2553,14,366,2,-1,0
20977,33,68,14,96,2,-1,0
20978,48,648,14,85,2,-1,0
20979,43,354,14,169,10,-1,0
20980,36,3,14,250,2,-1,0
20981,35,1717,14,206,2,-1,0
20982,57,270,14,526,2,-1,0
20983,36,2394,14,184,2,-1,0
20984,43,1819,14,41,2,-1,0
20985,41,20479,14,229,2,-1,0
20986,47,6703,14,252,3,-1,0
20987,40,4610,14,154,2,-1,0
20988,47,691,14,103,2,-1,0
20989,35,688,14,137,2,-1,0
20990,35,755,14,125,2,-1,0
20991,48,2498,14,98,2,-1,0
20992,33,3623,14,107,2,-1,0
20993,56,2065,14,71,2,-1,0
20994,55,64,14,151,6,-1,0
20995,31,414,14,169,5,-1,0
20996,43,244,14,167,2,-1,0
20997,44,6945,14,114,3,-1,0
20998,41,1194,14,50,5,-1,0
20999,54,131,14,252,2,-1,0
21000,56,179,14,47,2,-1,0
21001,35,1189,14,92,2,-1,0
21002,30,910,14,228,2,-1,0
21003,37,131,14,293,2,-1,0
21004,55,3334,14,632,4,-1,0
21005,36,25,14,98,2,-1,0
21006,54,0,14,260,7,-1,0
21007,30,2782,14,205,2,-1,0
21008,57,663,14,107,2,-1,0
21009,34,-14,14,85,2,-1,0
21010,59,316,14,200,4,-1,0
21011,39,99,14,170,2,-1,0
21012,57,191,14,127,4,-1,0
21013,47,2836,14,10,2,-1,0
21014,30,1165,14,80,2,-1,0
21015,50,490,14,273,5,-1,0
21016,47,3681,14,101,2,-1,0
21017,57,2625,14,465,2,-1,0
21018,32,1038,14,128,4,-1,0
21019,40,539,14,121,2,-1,0
21020,34,8029,14,593,4,-1,0
21021,44,624,14,552,2,-1,0
21022,39,668,14,297,2,-1,0
21023,33,0,14,93,2,-1,0
21024,58,188,14,141,2,-1,0
21025,60,2858,14,155,2,-1,0
21026,35,0,14,370,4,-1,0
21027,36,306,14,111,2,-1,0
21028,36,867,14,159,2,-1,0
21029,34,416,14,1217,4,-1,0
21030,51,165,14,313,2,-1,0
21031,30,719,14,38,2,-1,0
21032,50,961,14,757,4,-1,0
21033,37,4332,14,213,2,-1,0
21034,32,972,14,297,4,-1,0
21035,59,1857,14,128,4,-1,0
21036,34,2205,14,635,2,-1,0
21037,49,322,14,356,2,-1,0
21038,41,388,14,605,2,-1,0
21039,52,51,14,935,2,-1,0
21040,42,171,14,143,2,-1,0
21041,35,495,14,414,4,-1,0
21042,33,336,14,220,2,-1,0
21043,31,2227,14,95,2,-1,0
21044,32,943,14,127,2,-1,0
21045,36,3579,14,308,2,-1,0
21046,42,245,14,103,2,-1,0
21047,48,1344,14,69,6,-1,0
21048,31,10112,14,90,4,-1,0
21049,56,811,14,148,19,-1,0
21050,43,696,14,110,8,-1,0
21051,30,1299,14,515,2,-1,0
21052,30,4022,14,214,2,-1,0
21053,35,331,14,857,2,-1,0
21054,47,-9,14,457,2,-1,0
21055,31,3322,14,421,2,-1,0
21056,54,345,14,183,6,-1,0
21057,39,311,14,240,2,-1,0
21058,30,135,14,112,2,-1,0
21059,33,3264,14,423,4,-1,0
21060,58,361,14,503,2,-1,0
21061,60,887,14,95,2,-1,0
21062,54,3222,14,67,2,-1,0
21063,55,4263,14,93,2,-1,0
21064,51,429,14,230,2,-1,0
21065,45,0,14,113,2,-1,0
21066,30,4561,14,103,2,-1,0
21067,47,673,14,106,6,-1,0
21068,39,1387,14,373,2,-1,0
21069,32,3616,14,165,2,-1,0
21070,46,648,14,59,4,-1,0
21071,57,209,14,56,4,-1,0
21072,52,1949,14,108,2,-1,0
21073,30,334,14,144,2,-1,0
21074,51,276,14,80,2,-1,0
21075,59,1021,14,89,2,-1,0
21076,30,3905,14,112,2,-1,0
21077,31,2916,14,174,2,-1,0
21078,38,2813,14,146,2,-1,0
21079,55,213,14,406,2,-1,0
21080,34,2929,14,518,2,-1,0
21081,39,102,14,272,2,-1,0
21082,45,586,14,168,2,-1,0
21083,42,68,14,314,2,-1,0
21084,57,1315,14,260,2,-1,0
21085,51,4455,14,85,4,-1,0
21086,40,591,14,87,6,-1,0
21087,47,232,14,90,4,-1,0
21088,34,6529,14,505,2,-1,0
21089,44,882,14,187,4,-1,0
21090,30,-305,14,108,6,-1,0
21091,46,1516,14,133,4,-1,0
21092,61,1115,14,197,4,-1,0
21093,59,46,14,78,2,-1,0
21094,50,697,14,118,4,-1,0
21095,37,896,14,343,2,-1,0
21096,31,2344,14,221,6,-1,0
21097,57,372,14,280,4,-1,0
21098,56,1119,14,265,2,-1,0
21099,58,3,14,158,2,-1,0
21100,35,663,14,215,2,-1,0
21101,33,637,14,206,2,-1,0
21102,32,1512,14,133,4,-1,0
21103,43,4016,14,159,2,-1,0
21104,36,318,14,924,4,-1,0
21105,45,0,14,195,2,-1,0
21106,48,4558,14,145,2,-1,0
21107,38,-498,14,85,6,-1,0
21108,40,282,14,70,4,-1,0
21109,45,0,14,215,2,-1,0
21110,43,2616,14,301,5,-1,0
21111,46,2118,14,64,2,-1,0
21112,33,3255,14,214,4,-1,0
21113,43,423,14,3322,2,-1,0
21114,49,1314,14,834,14,-1,0
21115,60,759,14,136,2,-1,0
21116,42,36,14,366,2,-1,0
21117,30,289,14,1184,4,-1,0
21118,48,141,14,208,8,-1,0
21119,32,169,14,698,2,-1,0
21120,60,5,14,433,5,-1,0
21121,32,2349,14,134,5,-1,0
21122,30,0,14,95,2,-1,0
21123,42,626,14,201,2,-1,0
21124,60,491,14,503,4,-1,0
21125,32,20,14,1151,2,-1,0
21126,49,0,14,189,4,-1,0
21127,46,1533,14,168,4,-1,0
21128,46,0,14,61,4,-1,0
21129,33,852,14,388,8,-1,0
21130,51,311,14,122,2,-1,0
21131,34,401,14,448,4,-1,0
21132,30,1384,14,60,2,-1,0
21133,32,6284,14,167,8,-1,0
21134,46,3262,14,77,8,-1,0
21135,48,300,14,350,4,-1,0
21136,57,6610,14,449,2,-1,0
21137,44,0,14,388,2,-1,0
21138,38,167,14,145,2,-1,0
21139,32,-1,14,153,6,-1,0
21140,59,-134,14,217,4,-1,0
21141,47,584,14,337,2,-1,0
21142,34,3031,14,94,6,-1,0
21143,33,8,14,425,4,-1,0
21144,36,2195,14,377,4,-1,0
21145,47,-150,14,52,4,-1,0
21146,56,8163,14,1231,4,-1,0
21147,44,0,14,41,2,-1,0
21148,49,301,14,789,2,-1,0
21149,60,3387,14,636,2,-1,0
21150,31,31868,14,34,6,-1,0
21151,30,114,14,65,4,-1,0
21152,47,310,14,128,6,-1,0
21153,32,1559,14,144,7,-1,0
21154,44,347,14,63,2,-1,0
21155,57,4597,14,170,4,-1,0
21156,51,25856,14,129,2,-1,0
21157,42,0,14,277,4,-1,0
21158,50,1138,14,219,10,-1,0
21159,42,688,14,38,2,-1,0
21160,52,104,14,244,2,-1,0
21161,39,2985,14,91,2,-1,0
21162,37,588,14,65,4,-1,0
21163,34,124,14,31,2,-1,0
21164,30,409,14,120,4,-1,0
21165,30,188,14,49,2,-1,0
21166,46,0,14,135,8,-1,0
21167,32,1464,14,133,2,-1,0
21168,59,385,14,365,2,-1,0
21169,51,-892,14,248,2,-1,0
21170,35,-547,14,101,2,-1,0
21171,51,71,14,178,2,-1,0
21172,36,465,14,85,1,-1,0
21173,58,494,14,171,10,-1,0
21174,45,567,14,234,3,-1,0
21175,33,4728,14,110,3,-1,0
21176,50,1200,14,904,3,-1,0
21177,34,1262,14,478,1,-1,0
21178,58,584,14,124,3,-1,0
21179,34,0,14,227,3,-1,0
21180,30,0,14,226,3,-1,0
21181,34,883,14,163,3,-1,0
21182,30,710,14,306,8,-1,0
21183,48,125,14,89,7,-1,0
21184,58,2705,14,137,1,-1,0
21185,60,15,14,244,1,-1,0
21186,45,0,14,64,2,-1,0
21187,58,-397,14,386,1,-1,0
21188,42,327,14,110,1,-1,0
21189,48,-83,14,136,3,-1,0
21190,57,1969,14,286,3,-1,0
21191,36,-393,14,119,4,-1,0
21192,52,66653,14,109,3,-1,0
21193,37,448,14,86,3,-1,0
21194,60,97,14,210,4,-1,0
21195,45,2307,14,126,3,-1,0
21196,58,8136,14,314,3,-1,0
21197,32,1473,14,253,7,-1,0
21198,32,303,14,390,3,-1,0
21199,31,547,14,204,6,-1,0
21200,51,7197,14,45,5,-1,0
21201,45,147,14,109,3,-1,0
21202,34,454,14,76,3,-1,0
21203,33,6748,14,1579,2,-1,0
21204,31,401,14,96,3,-1,0
21205,32,1732,14,1871,3,-1,0
21206,46,3,18,92,4,-1,0
21207,46,456,18,618,6,-1,0
21208,35,51,18,90,5,-1,0
21209,45,0,18,773,4,-1,0
21210,49,687,18,65,6,-1,0
21211,48,112,18,139,5,-1,0
21212,52,576,18,762,3,-1,0
21213,45,240,18,181,7,-1,0
21214,60,493,18,671,4,-1,0
21215,32,3586,18,71,3,-1,0
21216,51,47,18,54,4,-1,0
21217,48,869,18,48,6,-1,0
21218,31,4247,18,131,3,-1,0
21219,30,44,18,82,4,-1,0
21220,57,2774,18,299,6,-1,0
21221,32,3818,18,100,4,-1,0
21222,34,724,18,92,7,-1,0
21223,33,0,18,73,7,-1,0
21224,47,682,18,638,6,-1,0
21225,32,0,18,594,4,-1,0
21226,55,3485,18,625,4,-1,0
21227,35,-1041,18,105,4,-1,0
21228,37,984,18,180,4,-1,0
21229,49,271,18,140,4,-1,0
21230,60,5421,18,458,4,-1,0
21231,54,10,18,195,4,-1,0
21232,60,7,18,87,5,-1,0
21233,59,574,18,197,6,-1,0
21234,59,0,18,203,4,-1,0
21235,52,1271,18,131,3,-1,0
21236,48,4,18,68,4,-1,0
21237,58,519,18,251,4,-1,0
21238,52,6429,18,138,4,-1,0
21239,40,193,18,105,6,-1,0
21240,36,7296,18,108,6,-1,0
21241,45,419,18,113,4,-1,0
21242,31,63,18,161,7,-1,0
21243,35,750,18,233,12,-1,0
21244,36,2944,18,882,8,-1,0
21245,45,4971,18,115,9,-1,0
21246,30,913,18,341,4,-1,0
21247,49,154,18,26,15,-1,0
21248,55,2678,18,151,12,-1,0
21249,30,13763,18,313,3,-1,0
21250,45,907,18,230,8,-1,0
21251,60,262,18,393,4,-1,0
21252,56,2442,18,111,7,-1,0
21253,58,37,18,84,11,-1,0
21254,60,3122,18,51,12,-1,0
21255,43,1413,18,116,9,-1,0
21256,48,434,18,73,6,-1,0
21257,46,1353,18,528,5,-1,0
21258,46,5,18,71,3,-1,0
21259,57,490,18,70,5,-1,0
21260,51,2323,18,151,10,-1,0
21261,51,193,18,146,5,-1,0
21262,36,1406,18,266,4,-1,0
21263,46,0,18,74,4,-1,0
21264,50,569,18,452,4,-1,0
21265,45,185,18,34,14,-1,0
21266,34,96,18,113,4,-1,0
21267,45,1621,18,122,8,-1,0
21268,54,11,18,48,10,-1,0
21269,36,110,18,80,4,-1,0
21270,39,1914,18,94,4,-1,0
21271,56,4914,18,70,4,-1,0
21272,46,689,18,121,7,-1,0
21273,34,176,18,61,4,-1,0
21274,55,1901,18,143,4,-1,0
21275,36,127,18,172,3,-1,0
21276,54,3398,18,71,4,-1,0
21277,35,4564,18,45,6,-1,0
21278,49,1157,18,91,4,-1,0
21279,36,1283,18,92,5,-1,0
21280,57,50,18,89,3,-1,0
21281,55,512,18,115,4,-1,0
21282,48,297,18,121,4,-1,0
21283,43,-173,18,119,7,-1,0
21284,37,3396,18,69,6,-1,0
21285,33,3335,18,98,6,-1,0
21286,48,0,18,195,3,-1,0
21287,36,324,18,104,4,-1,0
21288,44,8402,18,515,5,-1,0
21289,35,2306,18,86,7,-1,0
21290,35,0,18,100,6,-1,0
21291,58,0,18,27,17,-1,0
21292,42,1225,18,104,3,-1,0
21293,55,987,18,63,4,-1,0
21294,36,6,18,166,3,-1,0
21295,60,5450,18,113,4,-1,0
21296,55,0,18,309,4,-1,0
21297,52,52,18,124,4,-1,0
21298,47,1979,18,207,6,-1,0
21299,35,1635,18,90,6,-1,0
21300,48,2227,18,98,12,-1,0
21301,31,927,18,100,4,-1,0
21302,32,1117,18,219,4,-1,0
21303,32,-217,18,129,4,-1,0
21304,30,1077,18,128,4,-1,0
21305,34,332,18,75,7,-1,0
21306,42,624,18,75,5,-1,0
21307,30,1535,18,67,4,-1,0
21308,55,211,18,111,3,-1,0
21309,51,2242,18,498,3,-1,0
21310,46,1000,18,96,11,-1,0
21311,48,3324,18,203,4,-1,0
21312,47,362,18,111,8,-1,0
21313,48,288,18,585,3,-1,0
21314,45,4112,18,140,13,-1,0
21315,23,489,18,235,4,-1,0
21316,60,8121,18,98,7,-1,0
21317,56,3206,18,129,3,-1,0
21318,30,796,18,315,4,-1,0
21319,59,1100,18,147,10,-1,0
21320,54,473,18,134,6,-1,0
21321,34,0,18,431,6,-1,0
21322,51,219,18,63,2,-1,0
21323,49,1101,18,29,3,-1,0
21324,31,0,18,93,2,-1,0
21325,47,1219,18,697,4,-1,0
21326,33,5641,18,168,2,-1,0
21327,33,804,18,212,2,-1,0
21328,54,3797,18,253,2,-1,0
21329,42,1018,18,280,2,-1,0
21330,60,3,18,80,2,-1,0
21331,41,335,18,169,3,-1,0
21332,49,1798,18,209,2,-1,0
21333,57,1404,18,119,7,-1,0
21334,60,0,18,161,2,-1,0
21335,43,13044,18,36,4,-1,0
21336,48,199,18,29,2,-1,0
21337,33,389,18,79,2,-1,0
21338,40,2935,18,192,2,-1,0
21339,55,1097,18,199,2,-1,0
21340,54,0,18,144,2,-1,0
21341,33,813,18,331,2,-1,0
21342,50,5124,18,111,2,-1,0
21343,31,350,18,471,2,-1,0
21344,60,0,18,142,3,-1,0
21345,45,1629,18,58,4,-1,0
21346,43,41630,18,68,4,-1,0
21347,33,134,18,79,2,-1,0
21348,30,1541,18,471,8,-1,0
21349,58,796,18,102,7,-1,0
21350,33,602,18,87,6,-1,0
21351,37,129,18,128,2,-1,0
21352,33,79,18,170,6,-1,0
21353,42,1064,18,101,2,-1,0
21354,60,1211,18,268,2,-1,0
21355,47,236,18,263,4,-1,0
21356,39,429,18,80,6,-1,0
21357,43,1253,18,52,3,-1,0
21358,54,392,18,254,8,-1,0
21359,55,0,18,201,11,-1,0
21360,56,985,18,150,2,-1,0
21361,44,1764,18,70,2,-1,0
21362,50,9202,18,204,7,-1,0
21363,32,3628,18,130,2,-1,0
21364,35,23876,18,191,2,-1,0
21365,41,139,18,781,2,-1,0
21366,39,3575,18,74,3,-1,0
21367,32,82,18,66,4,-1,0
21368,46,302,18,80,13,-1,0
21369,32,2870,18,91,4,-1,0
21370,61,0,18,280,13,-1,0
21371,52,3732,18,212,2,-1,0
21372,32,0,18,143,4,-1,0
21373,59,3779,18,93,3,-1,0
21374,35,0,18,65,3,-1,0
21375,32,1969,18,271,8,-1,0
21376,30,239,18,199,8,-1,0
21377,54,2883,18,1126,5,-1,0
21378,30,2143,18,514,10,-1,0
21379,30,10639,18,75,2,-1,0
21380,31,41,18,392,2,-1,0
21381,51,-55,18,119,6,-1,0
21382,52,1134,18,151,4,-1,0
21383,39,3913,18,150,4,-1,0
21384,40,42,18,215,6,-1,0
21385,32,2481,18,547,11,-1,0
21386,48,14148,18,85,2,-1,0
21387,54,548,18,520,7,-1,0
21388,45,376,18,86,2,-1,0
21389,49,1350,18,22,2,-1,0
21390,31,431,18,75,2,-1,0
21391,46,3115,18,134,2,-1,0
21392,52,4660,18,82,3,-1,0
21393,55,0,18,984,2,-1,0
21394,50,8139,18,256,6,-1,0
21395,45,0,18,249,6,-1,0
21396,53,4994,18,62,6,-1,0
21397,31,11821,18,384,11,-1,0
21398,32,548,18,377,7,-1,0
21399,46,473,18,201,4,-1,0
21400,36,53,18,64,7,-1,0
21401,40,0,18,261,7,-1,0
21402,31,254,18,1576,8,-1,0
21403,52,9804,18,155,4,-1,0
21404,45,47,18,128,4,-1,0
21405,48,583,18,260,8,-1,0
21406,39,2226,18,103,8,-1,0
21407,33,199,18,178,4,-1,0
21408,46,4414,18,504,7,-1,0
21409,30,19,18,16,15,-1,0
21410,32,598,18,135,6,-1,0
21411,48,427,18,202,14,-1,0
21412,34,757,18,37,4,-1,0
21413,45,-374,18,149,5,-1,0
21414,60,1043,18,1364,4,-1,0
21415,61,985,18,998,6,-1,0
21416,46,250,18,166,6,-1,0
21417,52,2977,18,286,5,-1,0
21418,56,324,18,213,5,-1,0
21419,50,-35,18,207,5,-1,0
21420,38,1221,18,73,7,-1,0
21421,49,418,18,1559,7,-1,0
21422,58,1241,18,194,2,-1,0
21423,35,771,18,221,5,-1,0
21424,43,140,18,192,7,-1,0
21425,33,576,18,304,3,-1,0
21426,30,0,18,124,3,-1,0
21427,43,171,18,67,2,-1,0
21428,35,0,18,276,5,-1,0
21429,36,2603,18,174,5,-1,0
21430,35,548,18,457,11,-1,0
21431,47,665,18,885,3,-1,0
21432,47,2914,18,405,13,-1,0
21433,30,2832,18,350,6,-1,0
21434,52,0,18,395,4,-1,0
21435,51,1840,18,312,3,-1,0
21436,33,173,18,26,5,-1,0
21437,32,2678,18,779,9,-1,0
21438,38,276,18,92,14,-1,0
21439,34,0,18,374,16,-1,0
21440,33,12177,18,76,5,-1,0
21441,52,-644,18,119,3,-1,0
21442,41,2851,18,296,3,-1,0
21443,32,20,18,193,5,-1,0
21444,31,0,18,87,7,-1,0
21445,30,209,18,243,9,-1,0
21446,45,121,18,835,4,-1,0
21447,38,173,18,205,4,-1,0
21448,37,1435,18,724,16,-1,0
21449,48,9207,18,445,3,-1,0
21450,37,2074,18,244,2,-1,0
21451,44,366,18,212,12,-1,0
21452,45,256,18,119,7,-1,0
21453,31,3701,18,709,3,-1,0
21454,32,1966,18,176,3,-1,0
21455,43,0,18,241,5,-1,0
21456,46,2653,18,314,4,-1,0
21457,40,169,18,43,4,-1,0
21458,33,-5,18,127,4,-1,0
21459,58,451,18,729,5,-1,0
21460,49,306,18,285,7,-1,0
21461,60,808,18,393,3,-1,0
21462,35,150,18,242,5,-1,0
21463,56,0,18,82,3,-1,0
21464,54,3601,18,238,3,-1,0
21465,30,3045,18,189,7,-1,0
21466,37,453,18,129,4,-1,0
21467,49,4772,18,157,3,-1,0
21468,39,1043,18,195,10,-1,0
21469,45,2359,18,199,7,-1,0
21470,31,979,18,298,10,-1,0
21471,55,549,18,43,5,-1,0
21472,58,2180,18,273,4,-1,0
21473,60,955,18,37,3,-1,0
21474,42,3038,18,693,7,-1,0
21475,48,466,19,99,7,-1,0
21476,46,1482,19,139,3,-1,0
21477,37,481,19,97,6,-1,0
21478,49,0,19,78,6,-1,0
21479,35,2251,19,151,8,-1,0
21480,39,2644,19,192,7,-1,0
21481,45,2119,19,120,15,-1,0
21482,48,2214,19,607,7,-1,0
21483,38,216,19,141,4,-1,0
21484,31,0,19,81,2,-1,0
21485,52,204,19,123,2,-1,0
21486,33,610,19,116,7,-1,0
21487,58,309,19,156,2,-1,0
21488,53,180,19,58,2,-1,0
21489,47,0,19,203,2,-1,0
21490,56,63,19,122,2,-1,0
21491,32,470,19,286,2,-1,0
21492,38,3278,19,645,14,-1,0
21493,60,0,19,316,2,-1,0
21494,49,2,19,177,8,-1,0
21495,31,33,19,158,2,-1,0
21496,47,17206,19,125,4,-1,0
21497,59,0,19,112,2,-1,0
21498,60,225,19,54,2,-1,0
21499,50,60,19,255,2,-1,0
21500,35,854,19,133,20,-1,0
21501,46,134,19,134,2,-1,0
21502,60,10500,19,56,7,-1,0
21503,37,115,19,78,2,-1,0
21504,32,146,19,162,2,-1,0
21505,31,6562,19,118,2,-1,0
21506,56,0,19,432,15,-1,0
21507,48,4060,19,331,2,-1,0
21508,54,0,19,87,2,-1,0
21509,44,0,19,70,2,-1,0
21510,47,43,19,222,2,-1,0
21511,47,0,19,213,2,-1,0
21512,30,-274,19,166,2,-1,0
21513,36,140,19,100,9,-1,0
21514,41,1,19,55,4,-1,0
21515,32,264,19,103,7,-1,0
21516,48,0,19,215,2,-1,0
21517,48,3,19,104,2,-1,0
21518,45,571,19,361,5,-1,0
21519,53,4380,19,223,7,-1,0
21520,60,3043,19,235,3,-1,0
21521,53,210,19,96,2,-1,0
21522,47,0,19,210,2,-1,0
21523,60,374,19,276,2,-1,0
21524,33,81,19,671,2,-1,0
21525,60,0,19,83,2,-1,0
21526,57,1179,19,189,2,-1,0
21527,56,74,19,144,2,-1,0
21528,57,295,19,151,11,-1,0
21529,49,25,19,51,2,-1,0
21530,39,3494,19,344,4,-1,0
21531,45,2805,19,91,2,-1,0
21532,39,285,19,284,2,-1,0
21533,38,103,19,490,4,-1,0
21534,59,613,19,75,2,-1,0
21535,48,-95,19,134,9,-1,0
21536,49,0,19,141,2,-1,0
21537,49,-962,19,295,2,-1,0
21538,32,0,19,198,6,-1,0
21539,44,54,19,199,2,-1,0
21540,35,417,19,92,4,-1,0
21541,51,-202,19,504,4,-1,0
21542,49,0,19,68,2,-1,0
21543,43,143,19,101,2,-1,0
21544,34,72,19,113,2,-1,0
21545,42,2137,19,121,4,-1,0
21546,40,1063,19,264,2,-1,0
21547,56,20,19,153,3,-1,0
21548,49,412,19,1293,8,-1,0
21549,60,0,19,359,4,-1,0
21550,37,295,19,150,2,-1,0
21551,47,1884,19,74,2,-1,0
21552,34,5399,19,227,4,-1,0
21553,45,107,19,129,11,-1,0
21554,46,687,19,125,13,-1,0
21555,52,2122,19,323,6,-1,0
21556,50,1759,19,101,2,-1,0
21557,53,6657,19,128,8,-1,0
21558,34,30,19,193,2,-1,0
21559,57,31,19,260,2,-1,0
21560,32,47,19,133,4,-1,0
21561,49,673,19,501,2,-1,0
21562,49,5,19,131,2,-1,0
21563,45,740,19,109,2,-1,0
21564,56,33,19,97,2,-1,0
21565,39,61,19,339,2,-1,0
21566,60,-410,19,143,2,-1,0
21567,47,83,19,149,2,-1,0
21568,30,126,19,256,2,-1,0
21569,57,1183,19,111,4,-1,0
21570,33,27,19,332,2,-1,0
21571,41,240,19,290,2,-1,0
21572,51,401,19,80,6,-1,0
21573,48,0,19,58,2,-1,0
21574,57,3288,19,186,4,-1,0
21575,42,95,19,119,6,-1,0
21576,45,0,19,145,10,-1,0
21577,58,172,19,145,7,-1,0
21578,46,558,19,126,6,-1,0
21579,32,644,19,100,2,-1,0
21580,31,7369,19,204,4,-1,0
21581,30,0,19,178,2,-1,0
21582,42,0,19,225,4,-1,0
21583,46,182,19,160,4,-1,0
21584,38,231,19,118,2,-1,0
21585,55,2537,19,97,5,-1,0
21586,39,5495,19,391,6,-1,0
21587,34,0,19,130,2,-1,0
21588,36,734,19,276,2,-1,0
21589,48,348,19,159,4,-1,0
21590,36,61,19,452,2,-1,0
21591,42,356,19,129,4,-1,0
21592,40,51,19,164,2,-1,0
21593,30,1596,19,195,2,-1,0
21594,32,0,19,167,2,-1,0
21595,42,1079,19,117,6,-1,0
21596,36,632,19,306,2,-1,0
21597,55,0,19,55,4,-1,0
21598,40,254,19,194,2,-1,0
21599,33,801,19,133,4,-1,0
21600,31,-446,19,156,4,-1,0
21601,32,4133,19,175,6,-1,0
21602,52,2095,19,419,4,-1,0
21603,32,10,19,190,2,-1,0
21604,58,0,19,109,6,-1,0
21605,56,1282,19,323,4,-1,0
21606,41,712,19,409,2,-1,0
21607,54,127,19,176,4,-1,0
21608,41,-1,19,406,2,-1,0
21609,39,0,19,92,4,-1,0
21610,56,982,19,113,6,-1,0
21611,60,2149,19,222,4,-1,0
21612,33,3655,19,183,20,-1,0
21613,34,52,19,90,4,-1,0
21614,57,0,19,188,4,-1,0
21615,33,0,19,275,8,-1,0
21616,36,818,19,96,4,-1,0
21617,42,12584,19,21,25,-1,0
21618,42,248,19,163,4,-1,0
21619,53,139,19,28,17,-1,0
21620,43,483,19,950,6,-1,0
21621,60,600,19,99,6,-1,0
21622,36,0,19,120,6,-1,0
21623,55,17,19,129,4,-1,0
21624,56,64,19,35,4,-1,0
21625,37,46,19,119,4,-1,0
21626,34,66,19,74,2,-1,0
21627,57,2120,19,687,4,-1,0
21628,51,91,19,224,2,-1,0
21629,30,0,19,292,2,-1,0
21630,48,3,19,289,2,-1,0
21631,30,27,19,163,2,-1,0
21632,31,0,19,155,4,-1,0
21633,34,5547,19,73,6,-1,0
21634,40,171,19,1241,3,-1,0
21635,35,141,19,299,2,-1,0
21636,36,60,19,209,2,-1,0
21637,49,8413,19,131,6,-1,0
21638,36,71,19,587,2,-1,0
21639,58,3228,19,58,2,-1,0
21640,52,605,19,191,4,-1,0
21641,39,-401,19,274,4,-1,0
21642,53,172,19,80,6,-1,0
21643,51,45,19,95,4,-1,0
21644,46,71,19,220,4,-1,0
21645,32,266,19,168,2,-1,0
21646,33,295,19,360,2,-1,0
21647,33,808,19,12,16,-1,0
21648,31,0,19,133,2,-1,0
21649,37,971,19,120,6,-1,0
21650,46,401,19,69,2,-1,0
21651,44,1127,19,82,8,-1,0
21652,52,0,19,119,2,-1,0
21653,40,119,19,258,2,-1,0
21654,50,-1,19,195,2,-1,0
21655,43,42,19,696,2,-1,0
21656,30,-189,19,105,2,-1,0
21657,57,929,19,387,8,-1,0
